"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]"
"Raahe Nahkiainen","2023","3","17","18:00","9.4","125"
"Raahe Nahkiainen","2023","3","17","19:00","8.5","137"
"Raahe Nahkiainen","2023","3","17","20:00","10.1","142"
"Raahe Nahkiainen","2023","3","17","21:00","10.3","149"
"Raahe Nahkiainen","2023","3","17","22:00","10.7","148"
"Raahe Nahkiainen","2023","3","17","23:00","10.8","149"
"Raahe Nahkiainen","2023","3","18","00:00","11.2","149"
"Raahe Nahkiainen","2023","3","18","01:00","12.5","148"
"Raahe Nahkiainen","2023","3","18","02:00","13.4","145"
"Raahe Nahkiainen","2023","3","18","03:00","13.2","153"
"Raahe Nahkiainen","2023","3","18","04:00","14","152"
"Raahe Nahkiainen","2023","3","18","05:00","14.2","150"
"Raahe Nahkiainen","2023","3","18","06:00","14","149"
"Raahe Nahkiainen","2023","3","18","07:00","15.3","153"
"Raahe Nahkiainen","2023","3","18","08:00","13.7","156"
"Raahe Nahkiainen","2023","3","18","09:00","12.2","163"
"Raahe Nahkiainen","2023","3","18","10:00","13","174"
"Raahe Nahkiainen","2023","3","18","11:00","13.5","181"
"Raahe Nahkiainen","2023","3","18","12:00","12.2","183"
"Raahe Nahkiainen","2023","3","18","13:00","11.1","190"
"Raahe Nahkiainen","2023","3","18","14:00","10.9","192"
"Raahe Nahkiainen","2023","3","18","15:00","10.6","203"
"Raahe Nahkiainen","2023","3","18","16:00","10.5","213"
"Raahe Nahkiainen","2023","3","18","17:00","10.4","222"
"Raahe Nahkiainen","2023","3","18","18:00","10.8","222"
"Raahe Nahkiainen","2023","3","18","19:00","10.9","217"
"Raahe Nahkiainen","2023","3","18","20:00","10.4","219"
"Raahe Nahkiainen","2023","3","18","21:00","10.7","222"
"Raahe Nahkiainen","2023","3","18","22:00","8.8","235"
"Raahe Nahkiainen","2023","3","18","23:00","8.4","291"
"Raahe Nahkiainen","2023","3","19","00:00","7.4","329"
"Raahe Nahkiainen","2023","3","19","01:00","8.1","321"
"Raahe Nahkiainen","2023","3","19","02:00","8.9","326"
"Raahe Nahkiainen","2023","3","19","03:00","7.5","341"
"Raahe Nahkiainen","2023","3","19","04:00","5.4","332"
"Raahe Nahkiainen","2023","3","19","05:00","5.1","333"
"Raahe Nahkiainen","2023","3","19","06:00","5.5","343"
"Raahe Nahkiainen","2023","3","19","07:00","4.4","342"
"Raahe Nahkiainen","2023","3","19","08:00","4.7","351"
"Raahe Nahkiainen","2023","3","19","09:00","4.3","13"
"Raahe Nahkiainen","2023","3","19","10:00","3.4","20"
"Raahe Nahkiainen","2023","3","19","11:00","1.8","46"
"Raahe Nahkiainen","2023","3","19","12:00","1.8","40"
"Raahe Nahkiainen","2023","3","19","13:00","2","48"
"Raahe Nahkiainen","2023","3","19","14:00","2.5","48"
"Raahe Nahkiainen","2023","3","19","15:00","1.6","57"
"Raahe Nahkiainen","2023","3","19","16:00","2.5","62"
"Raahe Nahkiainen","2023","3","19","17:00","2.7","70"
"Raahe Nahkiainen","2023","3","19","18:00","3.7","106"
"Raahe Nahkiainen","2023","3","19","19:00","4.8","135"
"Raahe Nahkiainen","2023","3","19","20:00","7.3","182"
"Raahe Nahkiainen","2023","3","19","21:00","8.4","187"
"Raahe Nahkiainen","2023","3","19","22:00","10.4","188"
"Raahe Nahkiainen","2023","3","19","23:00","11","192"
"Raahe Nahkiainen","2023","3","20","00:00","11.8","181"
"Raahe Nahkiainen","2023","3","20","01:00","11.5","186"
"Raahe Nahkiainen","2023","3","20","02:00","10.9","208"
"Raahe Nahkiainen","2023","3","20","03:00","10.2","229"
"Raahe Nahkiainen","2023","3","20","04:00","10.1","241"
"Raahe Nahkiainen","2023","3","20","05:00","10.8","251"
"Raahe Nahkiainen","2023","3","20","06:00","10.6","257"
"Raahe Nahkiainen","2023","3","20","07:00","9.3","270"
"Raahe Nahkiainen","2023","3","20","08:00","9","270"
"Raahe Nahkiainen","2023","3","20","09:00","8.5","271"
"Raahe Nahkiainen","2023","3","20","10:00","8.6","267"
"Raahe Nahkiainen","2023","3","20","11:00","7.9","263"
"Raahe Nahkiainen","2023","3","20","12:00","6.2","259"
"Raahe Nahkiainen","2023","3","20","13:00","6.9","263"
"Raahe Nahkiainen","2023","3","20","14:00","7.4","262"
"Raahe Nahkiainen","2023","3","20","15:00","7.2","265"
"Raahe Nahkiainen","2023","3","20","16:00","7","274"
"Raahe Nahkiainen","2023","3","20","17:00","6.7","265"
"Raahe Nahkiainen","2023","3","20","18:00","5.7","273"
"Raahe Nahkiainen","2023","3","20","19:00","3.4","287"
"Raahe Nahkiainen","2023","3","20","20:00","3.3","275"
"Raahe Nahkiainen","2023","3","20","21:00","2.2","243"
"Raahe Nahkiainen","2023","3","20","22:00","2.3","177"
"Raahe Nahkiainen","2023","3","20","23:00","3.7","180"
"Raahe Nahkiainen","2023","3","21","00:00","5.4","174"
"Raahe Nahkiainen","2023","3","21","01:00","6.7","182"
"Raahe Nahkiainen","2023","3","21","02:00","8.4","190"
"Raahe Nahkiainen","2023","3","21","03:00","8.3","220"
"Raahe Nahkiainen","2023","3","21","04:00","7.1","237"
"Raahe Nahkiainen","2023","3","21","05:00","6.6","261"
"Raahe Nahkiainen","2023","3","21","06:00","7.6","269"
"Raahe Nahkiainen","2023","3","21","07:00","8.4","261"
"Raahe Nahkiainen","2023","3","21","08:00","7.7","248"
"Raahe Nahkiainen","2023","3","21","09:00","9.3","260"
"Raahe Nahkiainen","2023","3","21","10:00","9.2","262"
"Raahe Nahkiainen","2023","3","21","11:00","8.3","256"
"Raahe Nahkiainen","2023","3","21","12:00","8.6","247"
"Raahe Nahkiainen","2023","3","21","13:00","8.5","250"
"Raahe Nahkiainen","2023","3","21","14:00","8.4","236"
"Raahe Nahkiainen","2023","3","21","15:00","8.1","232"
"Raahe Nahkiainen","2023","3","21","16:00","7.8","231"
"Raahe Nahkiainen","2023","3","21","17:00","8","227"
"Raahe Nahkiainen","2023","3","21","18:00","7.6","228"
"Raahe Nahkiainen","2023","3","21","19:00","8.2","249"
"Raahe Nahkiainen","2023","3","21","20:00","8.4","271"
"Raahe Nahkiainen","2023","3","21","21:00","7.2","288"
"Raahe Nahkiainen","2023","3","21","22:00","5.5","307"
"Raahe Nahkiainen","2023","3","21","23:00","5","315"
"Raahe Nahkiainen","2023","3","22","00:00","5.5","317"
"Raahe Nahkiainen","2023","3","22","01:00","5.3","331"
"Raahe Nahkiainen","2023","3","22","02:00","4.6","2"
"Raahe Nahkiainen","2023","3","22","03:00","2.7","20"
"Raahe Nahkiainen","2023","3","22","04:00","2.2","55"
"Raahe Nahkiainen","2023","3","22","05:00","2.3","100"
"Raahe Nahkiainen","2023","3","22","06:00","2.7","115"
"Raahe Nahkiainen","2023","3","22","07:00","3.1","130"
"Raahe Nahkiainen","2023","3","22","08:00","3.1","126"
"Raahe Nahkiainen","2023","3","22","09:00","3.6","143"
"Raahe Nahkiainen","2023","3","22","10:00","3.7","137"
"Raahe Nahkiainen","2023","3","22","11:00","4.2","130"
"Raahe Nahkiainen","2023","3","22","12:00","4.4","143"
"Raahe Nahkiainen","2023","3","22","13:00","3.6","149"
"Raahe Nahkiainen","2023","3","22","14:00","4.4","117"
"Raahe Nahkiainen","2023","3","22","15:00","5.8","96"
"Raahe Nahkiainen","2023","3","22","16:00","6.8","88"
"Raahe Nahkiainen","2023","3","22","17:00","7.5","84"
"Raahe Nahkiainen","2023","3","22","18:00","7.7","87"
"Raahe Nahkiainen","2023","3","22","19:00","7.4","79"
"Raahe Nahkiainen","2023","3","22","20:00","7.6","71"
"Raahe Nahkiainen","2023","3","22","21:00","7.9","68"
"Raahe Nahkiainen","2023","3","22","22:00","8.5","61"
"Raahe Nahkiainen","2023","3","22","23:00","9.5","58"
"Raahe Nahkiainen","2023","3","23","00:00","10.9","57"
"Raahe Nahkiainen","2023","3","23","01:00","12.2","59"
"Raahe Nahkiainen","2023","3","23","02:00","13.5","60"
"Raahe Nahkiainen","2023","3","23","03:00","14.3","61"
"Raahe Nahkiainen","2023","3","23","04:00","14.2","60"
"Raahe Nahkiainen","2023","3","23","05:00","14.3","58"
"Raahe Nahkiainen","2023","3","23","06:00","14.7","56"
"Raahe Nahkiainen","2023","3","23","07:00","14.3","51"
"Raahe Nahkiainen","2023","3","23","08:00","14.6","43"
"Raahe Nahkiainen","2023","3","23","09:00","14.5","45"
"Raahe Nahkiainen","2023","3","23","10:00","13.3","44"
"Raahe Nahkiainen","2023","3","23","11:00","12.6","42"
"Raahe Nahkiainen","2023","3","23","12:00","10.5","29"
"Raahe Nahkiainen","2023","3","23","13:00","9.3","26"
"Raahe Nahkiainen","2023","3","23","14:00","7.9","27"
"Raahe Nahkiainen","2023","3","23","15:00","8.5","24"
"Raahe Nahkiainen","2023","3","23","16:00","8","27"
"Raahe Nahkiainen","2023","3","23","17:00","6.9","40"
"Raahe Nahkiainen","2023","3","23","18:00","6.7","52"
"Raahe Nahkiainen","2023","3","23","19:00","6.3","73"
"Raahe Nahkiainen","2023","3","23","20:00","5.5","91"
"Raahe Nahkiainen","2023","3","23","21:00","5.9","99"
"Raahe Nahkiainen","2023","3","23","22:00","5.3","99"
"Raahe Nahkiainen","2023","3","23","23:00","5.7","104"
"Raahe Nahkiainen","2023","3","24","00:00","5.5","108"
"Raahe Nahkiainen","2023","3","24","01:00","4.2","106"
"Raahe Nahkiainen","2023","3","24","02:00","2.1","107"
"Raahe Nahkiainen","2023","3","24","03:00","3.5","129"
"Raahe Nahkiainen","2023","3","24","04:00","5.8","133"
"Raahe Nahkiainen","2023","3","24","05:00","5.6","126"
"Raahe Nahkiainen","2023","3","24","06:00","4.6","117"
"Raahe Nahkiainen","2023","3","24","07:00","5.2","92"
"Raahe Nahkiainen","2023","3","24","08:00","6","80"
"Raahe Nahkiainen","2023","3","24","09:00","7.2","75"
"Raahe Nahkiainen","2023","3","24","10:00","8.1","62"
"Raahe Nahkiainen","2023","3","24","11:00","8.6","58"
"Raahe Nahkiainen","2023","3","24","12:00","8.6","55"
"Raahe Nahkiainen","2023","3","24","13:00","7.9","52"
"Raahe Nahkiainen","2023","3","24","14:00","7.8","45"
"Raahe Nahkiainen","2023","3","24","15:00","8.1","36"
"Raahe Nahkiainen","2023","3","24","16:00","8.4","23"
"Raahe Nahkiainen","2023","3","24","17:00","8.7","20"
"Raahe Nahkiainen","2023","3","24","18:00","8.2","21"
"Raahe Nahkiainen","2023","3","24","19:00","8.2","22"
"Raahe Nahkiainen","2023","3","24","20:00","7.7","24"
"Raahe Nahkiainen","2023","3","24","21:00","7.5","30"
"Raahe Nahkiainen","2023","3","24","22:00","7.5","29"
"Raahe Nahkiainen","2023","3","24","23:00","8.2","18"
"Raahe Nahkiainen","2023","3","25","00:00","8.5","24"
"Raahe Nahkiainen","2023","3","25","01:00","8.6","31"
"Raahe Nahkiainen","2023","3","25","02:00","8.5","35"
"Raahe Nahkiainen","2023","3","25","03:00","8.9","30"
"Raahe Nahkiainen","2023","3","25","04:00","9.2","14"
"Raahe Nahkiainen","2023","3","25","05:00","8.6","12"
"Raahe Nahkiainen","2023","3","25","06:00","8.8","18"
"Raahe Nahkiainen","2023","3","25","07:00","8.5","11"
"Raahe Nahkiainen","2023","3","25","08:00","8.5","357"
"Raahe Nahkiainen","2023","3","25","09:00","9","354"
"Raahe Nahkiainen","2023","3","25","10:00","8.7","349"
"Raahe Nahkiainen","2023","3","25","11:00","8.5","348"
"Raahe Nahkiainen","2023","3","25","12:00","8.2","344"
"Raahe Nahkiainen","2023","3","25","13:00","7.7","344"
"Raahe Nahkiainen","2023","3","25","14:00","7.1","342"
"Raahe Nahkiainen","2023","3","25","15:00","6.9","349"
"Raahe Nahkiainen","2023","3","25","16:00","5.9","350"
"Raahe Nahkiainen","2023","3","25","17:00","5.7","335"
"Raahe Nahkiainen","2023","3","25","18:00","5.5","332"
"Raahe Nahkiainen","2023","3","25","19:00","5.3","349"
"Raahe Nahkiainen","2023","3","25","20:00","5.2","12"
"Raahe Nahkiainen","2023","3","25","21:00","6.9","39"
"Raahe Nahkiainen","2023","3","25","22:00","6.3","42"
"Raahe Nahkiainen","2023","3","25","23:00","5.5","44"
"Raahe Nahkiainen","2023","3","26","00:00","2.3","73"
"Raahe Nahkiainen","2023","3","26","01:00","2.2","73"
"Raahe Nahkiainen","2023","3","26","02:00","2.9","61"
"Raahe Nahkiainen","2023","3","26","03:00","4.4","50"
"Raahe Nahkiainen","2023","3","26","04:00","4.1","61"
"Raahe Nahkiainen","2023","3","26","05:00","4.3","68"
"Raahe Nahkiainen","2023","3","26","06:00","3.2","75"
"Raahe Nahkiainen","2023","3","26","07:00","3.2","60"
"Raahe Nahkiainen","2023","3","26","08:00","3.9","53"
"Raahe Nahkiainen","2023","3","26","09:00","4.4","48"
"Raahe Nahkiainen","2023","3","26","10:00","5","38"
"Raahe Nahkiainen","2023","3","26","11:00","6.4","28"
"Raahe Nahkiainen","2023","3","26","12:00","7.1","27"
"Raahe Nahkiainen","2023","3","26","13:00","7.1","29"
"Raahe Nahkiainen","2023","3","26","14:00","7.6","26"
"Raahe Nahkiainen","2023","3","26","15:00","8","29"
"Raahe Nahkiainen","2023","3","26","16:00","8.6","30"
"Raahe Nahkiainen","2023","3","26","17:00","8.2","31"
"Raahe Nahkiainen","2023","3","26","18:00","8.2","38"
"Raahe Nahkiainen","2023","3","26","19:00","8.2","45"
"Raahe Nahkiainen","2023","3","26","20:00","7.1","48"
"Raahe Nahkiainen","2023","3","26","21:00","7.6","58"
"Raahe Nahkiainen","2023","3","26","22:00","7.7","65"
"Raahe Nahkiainen","2023","3","26","23:00","6.5","72"
"Raahe Nahkiainen","2023","3","27","00:00","5.7","76"
"Raahe Nahkiainen","2023","3","27","01:00","5.5","72"
"Raahe Nahkiainen","2023","3","27","02:00","6.2","63"
"Raahe Nahkiainen","2023","3","27","03:00","6.3","67"
"Raahe Nahkiainen","2023","3","27","04:00","5.8","67"
"Raahe Nahkiainen","2023","3","27","05:00","5.6","56"
"Raahe Nahkiainen","2023","3","27","06:00","6.1","52"
"Raahe Nahkiainen","2023","3","27","07:00","5.7","48"
"Raahe Nahkiainen","2023","3","27","08:00","5.8","40"
"Raahe Nahkiainen","2023","3","27","09:00","6.6","32"
"Raahe Nahkiainen","2023","3","27","10:00","7.2","21"
"Raahe Nahkiainen","2023","3","27","11:00","7.5","19"
"Raahe Nahkiainen","2023","3","27","12:00","8.8","18"
"Raahe Nahkiainen","2023","3","27","13:00","8.8","19"
"Raahe Nahkiainen","2023","3","27","14:00","9.3","13"
"Raahe Nahkiainen","2023","3","27","15:00","9.9","11"
"Raahe Nahkiainen","2023","3","27","16:00","9.2","12"
"Raahe Nahkiainen","2023","3","27","17:00","9.5","14"
"Raahe Nahkiainen","2023","3","27","18:00","8.7","20"
"Raahe Nahkiainen","2023","3","27","19:00","8.3","29"
"Raahe Nahkiainen","2023","3","27","20:00","9","37"
"Raahe Nahkiainen","2023","3","27","21:00","9.6","46"
"Raahe Nahkiainen","2023","3","27","22:00","9.8","49"
"Raahe Nahkiainen","2023","3","27","23:00","9.2","53"
"Raahe Nahkiainen","2023","3","28","00:00","8.2","58"
"Raahe Nahkiainen","2023","3","28","01:00","7.8","63"
"Raahe Nahkiainen","2023","3","28","02:00","7.3","64"
"Raahe Nahkiainen","2023","3","28","03:00","8.1","61"
"Raahe Nahkiainen","2023","3","28","04:00","7.4","59"
"Raahe Nahkiainen","2023","3","28","05:00","7.9","53"
"Raahe Nahkiainen","2023","3","28","06:00","8.7","54"
"Raahe Nahkiainen","2023","3","28","07:00","8","59"
"Raahe Nahkiainen","2023","3","28","08:00","7.8","53"
"Raahe Nahkiainen","2023","3","28","09:00","8.1","46"
"Raahe Nahkiainen","2023","3","28","10:00","8.7","45"
"Raahe Nahkiainen","2023","3","28","11:00","10","43"
"Raahe Nahkiainen","2023","3","28","12:00","11.1","46"
"Raahe Nahkiainen","2023","3","28","13:00","10.8","45"
"Raahe Nahkiainen","2023","3","28","14:00","10.2","48"
"Raahe Nahkiainen","2023","3","28","15:00","10.2","63"
"Raahe Nahkiainen","2023","3","28","16:00","10.6","73"
"Raahe Nahkiainen","2023","3","28","17:00","9.7","67"
"Raahe Nahkiainen","2023","3","28","18:00","9.3","58"
"Raahe Nahkiainen","2023","3","28","19:00","10.5","52"
"Raahe Nahkiainen","2023","3","28","20:00","12.2","52"
"Raahe Nahkiainen","2023","3","28","21:00","12.9","50"
"Raahe Nahkiainen","2023","3","28","22:00","12.2","54"
"Raahe Nahkiainen","2023","3","28","23:00","11.1","55"
"Raahe Nahkiainen","2023","3","29","00:00","9.7","56"
"Raahe Nahkiainen","2023","3","29","01:00","8.3","60"
"Raahe Nahkiainen","2023","3","29","02:00","7.2","61"
"Raahe Nahkiainen","2023","3","29","03:00","6","61"
"Raahe Nahkiainen","2023","3","29","04:00","4.3","63"
"Raahe Nahkiainen","2023","3","29","05:00","2.9","66"
"Raahe Nahkiainen","2023","3","29","06:00","1.6","57"
"Raahe Nahkiainen","2023","3","29","07:00","0.7","357"
"Raahe Nahkiainen","2023","3","29","08:00","2.2","290"
"Raahe Nahkiainen","2023","3","29","09:00","5.6","286"
"Raahe Nahkiainen","2023","3","29","10:00","5.1","280"
"Raahe Nahkiainen","2023","3","29","11:00","4.8","287"
"Raahe Nahkiainen","2023","3","29","12:00","5.7","279"
"Raahe Nahkiainen","2023","3","29","13:00","7.4","286"
"Raahe Nahkiainen","2023","3","29","14:00","6.7","286"
"Raahe Nahkiainen","2023","3","29","15:00","7.1","276"
"Raahe Nahkiainen","2023","3","29","16:00","7","269"
"Raahe Nahkiainen","2023","3","29","17:00","6.7","267"
"Raahe Nahkiainen","2023","3","29","18:00","7.3","255"
"Raahe Nahkiainen","2023","3","29","19:00","7.3","254"
"Raahe Nahkiainen","2023","3","29","20:00","7","259"
"Raahe Nahkiainen","2023","3","29","21:00","6.6","273"
"Raahe Nahkiainen","2023","3","29","22:00","5.3","280"
"Raahe Nahkiainen","2023","3","29","23:00","5.5","280"
"Raahe Nahkiainen","2023","3","30","00:00","5.1","281"
"Raahe Nahkiainen","2023","3","30","01:00","5.6","272"
"Raahe Nahkiainen","2023","3","30","02:00","5.6","274"
"Raahe Nahkiainen","2023","3","30","03:00","5.1","265"
"Raahe Nahkiainen","2023","3","30","04:00","6.5","269"
"Raahe Nahkiainen","2023","3","30","05:00","6.5","270"
"Raahe Nahkiainen","2023","3","30","06:00","7.2","266"
"Raahe Nahkiainen","2023","3","30","07:00","7.4","263"
"Raahe Nahkiainen","2023","3","30","08:00","7.2","257"
"Raahe Nahkiainen","2023","3","30","09:00","7.5","257"
"Raahe Nahkiainen","2023","3","30","10:00","7.9","249"
"Raahe Nahkiainen","2023","3","30","11:00","7.3","244"
"Raahe Nahkiainen","2023","3","30","12:00","7.8","235"
"Raahe Nahkiainen","2023","3","30","13:00","8.7","225"
"Raahe Nahkiainen","2023","3","30","14:00","9.6","218"
"Raahe Nahkiainen","2023","3","30","15:00","10.1","218"
"Raahe Nahkiainen","2023","3","30","16:00","10.4","219"
"Raahe Nahkiainen","2023","3","30","17:00","10.9","222"
"Raahe Nahkiainen","2023","3","30","18:00","10.6","222"
"Raahe Nahkiainen","2023","3","30","19:00","10.5","224"
"Raahe Nahkiainen","2023","3","30","20:00","10.7","227"
"Raahe Nahkiainen","2023","3","30","21:00","11.5","225"
"Raahe Nahkiainen","2023","3","30","22:00","12","233"
"Raahe Nahkiainen","2023","3","30","23:00","12.4","240"
"Raahe Nahkiainen","2023","3","31","00:00","11","242"
"Raahe Nahkiainen","2023","3","31","01:00","10.2","243"
"Raahe Nahkiainen","2023","3","31","02:00","10","246"
"Raahe Nahkiainen","2023","3","31","03:00","9.8","246"
"Raahe Nahkiainen","2023","3","31","04:00","9.3","235"
"Raahe Nahkiainen","2023","3","31","05:00","8.6","230"
"Raahe Nahkiainen","2023","3","31","06:00","8.5","231"
"Raahe Nahkiainen","2023","3","31","07:00","8.2","229"
"Raahe Nahkiainen","2023","3","31","08:00","8","228"
"Raahe Nahkiainen","2023","3","31","09:00","9.3","233"
"Raahe Nahkiainen","2023","3","31","10:00","9.5","235"
"Raahe Nahkiainen","2023","3","31","11:00","8.4","237"
"Raahe Nahkiainen","2023","3","31","12:00","8.1","236"
"Raahe Nahkiainen","2023","3","31","13:00","7.4","229"
"Raahe Nahkiainen","2023","3","31","14:00","6.9","229"
"Raahe Nahkiainen","2023","3","31","15:00","8.1","239"
"Raahe Nahkiainen","2023","3","31","16:00","8.2","247"
"Raahe Nahkiainen","2023","3","31","17:00","8.2","262"
"Raahe Nahkiainen","2023","3","31","18:00","6.7","301"
"Raahe Nahkiainen","2023","3","31","19:00","8.6","339"
"Raahe Nahkiainen","2023","3","31","20:00","9.5","348"
"Raahe Nahkiainen","2023","3","31","21:00","8.6","350"
"Raahe Nahkiainen","2023","3","31","22:00","8.6","351"
"Raahe Nahkiainen","2023","3","31","23:00","9.4","354"
"Raahe Nahkiainen","2023","4","1","00:00","9.6","345"
"Raahe Nahkiainen","2023","4","1","01:00","8.9","343"
"Raahe Nahkiainen","2023","4","1","02:00","8.7","340"
"Raahe Nahkiainen","2023","4","1","03:00","10.4","339"
"Raahe Nahkiainen","2023","4","1","04:00","9.4","337"
"Raahe Nahkiainen","2023","4","1","05:00","8.9","334"
"Raahe Nahkiainen","2023","4","1","06:00","9","335"
"Raahe Nahkiainen","2023","4","1","07:00","9.3","334"
"Raahe Nahkiainen","2023","4","1","08:00","7.8","334"
"Raahe Nahkiainen","2023","4","1","09:00","5.9","322"
"Raahe Nahkiainen","2023","4","1","10:00","5.3","314"
"Raahe Nahkiainen","2023","4","1","11:00","4.3","302"
"Raahe Nahkiainen","2023","4","1","12:00","4.2","286"
"Raahe Nahkiainen","2023","4","1","13:00","5.3","299"
"Raahe Nahkiainen","2023","4","1","14:00","4.7","293"
"Raahe Nahkiainen","2023","4","1","15:00","5.3","285"
"Raahe Nahkiainen","2023","4","1","16:00","5.7","300"
"Raahe Nahkiainen","2023","4","1","17:00","5.7","349"
"Raahe Nahkiainen","2023","4","1","18:00","7","347"
"Raahe Nahkiainen","2023","4","1","19:00","8.7","350"
"Raahe Nahkiainen","2023","4","1","20:00","8.7","350"
"Raahe Nahkiainen","2023","4","1","21:00","8.6","1"
"Raahe Nahkiainen","2023","4","1","22:00","8.5","358"
"Raahe Nahkiainen","2023","4","1","23:00","8.8","355"
"Raahe Nahkiainen","2023","4","2","00:00","9.2","357"
"Raahe Nahkiainen","2023","4","2","01:00","8.9","359"
"Raahe Nahkiainen","2023","4","2","02:00","7.7","360"
"Raahe Nahkiainen","2023","4","2","03:00","7.5","1"
"Raahe Nahkiainen","2023","4","2","04:00","7.5","7"
"Raahe Nahkiainen","2023","4","2","05:00","8.1","1"
"Raahe Nahkiainen","2023","4","2","06:00","9.4","360"
"Raahe Nahkiainen","2023","4","2","07:00","8.7","10"
"Raahe Nahkiainen","2023","4","2","08:00","9.1","16"
"Raahe Nahkiainen","2023","4","2","09:00","8.4","20"
"Raahe Nahkiainen","2023","4","2","10:00","8.6","16"
"Raahe Nahkiainen","2023","4","2","11:00","8.8","6"
"Raahe Nahkiainen","2023","4","2","12:00","8.5","356"
"Raahe Nahkiainen","2023","4","2","13:00","8.1","352"
"Raahe Nahkiainen","2023","4","2","14:00","7.5","348"
"Raahe Nahkiainen","2023","4","2","15:00","6.7","341"
"Raahe Nahkiainen","2023","4","2","16:00","6.8","343"
"Raahe Nahkiainen","2023","4","2","17:00","7","353"
"Raahe Nahkiainen","2023","4","2","18:00","7.2","353"
"Raahe Nahkiainen","2023","4","2","19:00","6.8","358"
"Raahe Nahkiainen","2023","4","2","20:00","6.4","14"
"Raahe Nahkiainen","2023","4","2","21:00","5.6","25"
"Raahe Nahkiainen","2023","4","2","22:00","4.7","46"
"Raahe Nahkiainen","2023","4","2","23:00","3.9","54"
"Raahe Nahkiainen","2023","4","3","00:00","3.6","57"
"Raahe Nahkiainen","2023","4","3","01:00","3.6","74"
"Raahe Nahkiainen","2023","4","3","02:00","3.3","98"
"Raahe Nahkiainen","2023","4","3","03:00","3.1","118"
"Raahe Nahkiainen","2023","4","3","04:00","2.2","146"
"Raahe Nahkiainen","2023","4","3","05:00","2.4","160"
"Raahe Nahkiainen","2023","4","3","06:00","2.3","171"
"Raahe Nahkiainen","2023","4","3","07:00","2.1","193"
"Raahe Nahkiainen","2023","4","3","08:00","2.5","192"
"Raahe Nahkiainen","2023","4","3","09:00","2.3","193"
"Raahe Nahkiainen","2023","4","3","10:00","1.4","232"
"Raahe Nahkiainen","2023","4","3","11:00","1.9","271"
"Raahe Nahkiainen","2023","4","3","12:00","2.8","291"
"Raahe Nahkiainen","2023","4","3","13:00","2.9","295"
"Raahe Nahkiainen","2023","4","3","14:00","2.6","286"
"Raahe Nahkiainen","2023","4","3","15:00","1.3","303"
"Raahe Nahkiainen","2023","4","3","16:00","1.5","110"
"Raahe Nahkiainen","2023","4","3","17:00","1.8","137"
"Raahe Nahkiainen","2023","4","3","18:00","2.5","139"
"Raahe Nahkiainen","2023","4","3","19:00","3.4","146"
"Raahe Nahkiainen","2023","4","3","20:00","4.2","161"
"Raahe Nahkiainen","2023","4","3","21:00","4.8","167"
"Raahe Nahkiainen","2023","4","3","22:00","6.1","163"
"Raahe Nahkiainen","2023","4","3","23:00","5.1","184"
"Raahe Nahkiainen","2023","4","4","00:00","5","208"
"Raahe Nahkiainen","2023","4","4","01:00","6.1","209"
"Raahe Nahkiainen","2023","4","4","02:00","6.7","203"
"Raahe Nahkiainen","2023","4","4","03:00","6.5","192"
"Raahe Nahkiainen","2023","4","4","04:00","6.2","192"
"Raahe Nahkiainen","2023","4","4","05:00","6.4","192"
"Raahe Nahkiainen","2023","4","4","06:00","6.4","195"
"Raahe Nahkiainen","2023","4","4","07:00","5.6","193"
"Raahe Nahkiainen","2023","4","4","08:00","5.4","202"
"Raahe Nahkiainen","2023","4","4","09:00","5.7","198"
"Raahe Nahkiainen","2023","4","4","10:00","5.6","199"
"Raahe Nahkiainen","2023","4","4","11:00","4.7","208"
"Raahe Nahkiainen","2023","4","4","12:00","4.6","224"
"Raahe Nahkiainen","2023","4","4","13:00","3.9","228"
"Raahe Nahkiainen","2023","4","4","14:00","3.8","226"
"Raahe Nahkiainen","2023","4","4","15:00","3.4","241"
"Raahe Nahkiainen","2023","4","4","16:00","2.4","264"
"Raahe Nahkiainen","2023","4","4","17:00","0.9","258"
"Raahe Nahkiainen","2023","4","4","18:00","0.6","65"
"Raahe Nahkiainen","2023","4","4","19:00","1.2","81"
"Raahe Nahkiainen","2023","4","4","20:00","1.8","86"
"Raahe Nahkiainen","2023","4","4","21:00","2.9","130"
"Raahe Nahkiainen","2023","4","4","22:00","2.5","147"
"Raahe Nahkiainen","2023","4","4","23:00","2.9","170"
"Raahe Nahkiainen","2023","4","5","00:00","1.5","161"
"Raahe Nahkiainen","2023","4","5","01:00","2.9","179"
"Raahe Nahkiainen","2023","4","5","02:00","2.8","182"
"Raahe Nahkiainen","2023","4","5","03:00","1.8","173"
"Raahe Nahkiainen","2023","4","5","04:00","3.5","170"
"Raahe Nahkiainen","2023","4","5","05:00","2.8","173"
"Raahe Nahkiainen","2023","4","5","06:00","2.5","143"
"Raahe Nahkiainen","2023","4","5","07:00","2.6","132"
"Raahe Nahkiainen","2023","4","5","08:00","3","144"
"Raahe Nahkiainen","2023","4","5","09:00","3.1","173"
"Raahe Nahkiainen","2023","4","5","10:00","2.7","196"
"Raahe Nahkiainen","2023","4","5","11:00","2.3","222"
"Raahe Nahkiainen","2023","4","5","12:00","2.5","280"
